bairro,data,casos
NOVA BRASILIA,2020-05-05,1
NOVA BRASILIA,2020-05-06,1
NOVA BRASILIA,2020-05-07,1
NOVA BRASILIA,2020-05-08,1
NOVA BRASILIA,2020-05-09,1
NOVA BRASILIA,2020-05-10,1
NOVA BRASILIA,2020-05-11,1
NOVA BRASILIA,2020-05-12,1
NOVA BRASILIA,2020-05-13,1
NOVA BRASILIA,2020-05-14,1
NOVA BRASILIA,2020-05-15,1
NOVA BRASILIA,2020-05-16,1
NOVA BRASILIA,2020-05-17,1
NOVA BRASILIA,2020-05-18,1
NOVA BRASILIA,2020-05-19,1
NOVA BRASILIA,2020-05-20,1
NOVA BRASILIA,2020-05-21,1
NOVA BRASILIA,2020-05-22,1
NOVA BRASILIA,2020-05-23,1
NOVA BRASILIA,2020-05-24,1
NOVA BRASILIA,2020-05-25,1
NOVA BRASILIA,2020-05-26,1
NOVA BRASILIA,2020-05-27,1
NOVA BRASILIA,2020-05-28,1
NOVA BRASILIA,2020-05-29,1
NOVA BRASILIA,2020-05-30,1
NOVA BRASILIA,2020-05-31,1
NOVA BRASILIA,2020-06-01,1
NOVA BRASILIA,2020-06-02,1
NOVA BRASILIA,2020-06-03,1
NOVA BRASILIA,2020-06-04,1
NOVA BRASILIA,2020-06-05,1
NOVA BRASILIA,2020-06-06,1
NOVA BRASILIA,2020-06-07,1
NOVA BRASILIA,2020-06-08,1
NOVA BRASILIA,2020-06-09,1
NOVA BRASILIA,2020-06-10,1
NOVA BRASILIA,2020-06-11,1
NOVA BRASILIA,2020-06-12,1
NOVA BRASILIA,2020-06-13,1
NOVA BRASILIA,2020-06-14,1
NOVA BRASILIA,2020-06-15,1
NOVA BRASILIA,2020-06-16,1
NOVA BRASILIA,2020-06-17,1
NOVA BRASILIA,2020-06-18,1
NOVA BRASILIA,2020-06-19,1
NOVA BRASILIA,2020-06-20,1
NOVA BRASILIA,2020-06-21,1
NOVA BRASILIA,2020-06-22,1
NOVA BRASILIA,2020-06-23,1
NOVA BRASILIA,2020-06-24,1
NOVA BRASILIA,2020-06-25,1
NOVA BRASILIA,2020-06-26,1
NOVA BRASILIA,2020-06-27,1
NOVA BRASILIA,2020-06-28,1
NOVA BRASILIA,2020-06-29,1
NOVA BRASILIA,2020-06-30,1
NOVA BRASILIA,2020-07-01,1
NOVA BRASILIA,2020-07-02,1
NOVA BRASILIA,2020-07-03,1
NOVA BRASILIA,2020-07-04,1
NOVA BRASILIA,2020-07-05,1
NOVA BRASILIA,2020-07-06,1
